length,$p_{stable}$,p_act,Energy,Consensus
50002,$1/\log^2 n$,0.006944444444444444,-0.96533203125,0.29052734375
50002,$1/\log n$,0.08333333333333333,-0.9189453125,0.3154296875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83349609375,0.08203125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7841796875,0.07861328125
1,$1/\sqrt{n}$,0.015625,-0.96875,0.40625
50002,$1/n^{1/3}$,0.06250000000000001,-0.94970703125,0.2802734375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92236328125,0.09912109375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82275390625,0.0439453125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77197265625,0.00244140625
50002,$1/\sqrt{n}$,0.015625,-0.9375,0.119140625
50002,$1/n^{1/3}$,0.06250000000000001,-0.9140625,0.36767578125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.90771484375,0.05810546875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8291015625,0.00048828125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77880859375,0.08984375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9462890625,0.265625
35,$1/\log^2 n$,0.006944444444444444,-0.96728515625,0.23754185267857145
50002,$1/\log n$,0.08333333333333333,-0.9443359375,0.6376953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83154296875,0.13232421875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79296875,0.021484375
30,$1/\sqrt{n}$,0.015625,-0.96826171875,0.321875
50002,$1/n^{1/3}$,0.06250000000000001,-0.94921875,0.0625
34,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.03860294117647059
50002,$1/\log n$,0.08333333333333333,-0.90625,0.064453125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.830078125,0.12158203125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.791015625,0.0244140625
50002,$1/\sqrt{n}$,0.015625,-0.95703125,0.3173828125
50002,$1/n^{1/3}$,0.06250000000000001,-0.9560546875,0.23828125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.94189453125,0.10986328125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.85888671875,0.1337890625
2520,$1/\log^{1/3}n$,0.4367902323681495,-0.80078125,0.10987994481646823
50002,$1/\sqrt{n}$,0.015625,-0.982421875,0.9169921875
50002,$1/n^{1/3}$,0.06250000000000001,-0.9521484375,0.48046875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91455078125,0.1142578125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84814453125,0.02685546875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7607421875,0.0615234375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.939453125,0.33935546875
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.34375
50002,$1/\log n$,0.08333333333333333,-0.9287109375,0.330078125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.828125,0.037109375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79052734375,0.12744140625
44,$1/\sqrt{n}$,0.015625,-0.96826171875,0.767822265625
50002,$1/n^{1/3}$,0.06250000000000001,-0.9228515625,0.1806640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9130859375,0.15869140625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83984375,0.07958984375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76171875,0.04150390625
50002,$1/\sqrt{n}$,0.015625,-0.96435546875,0.00439453125
50002,$1/n^{1/3}$,0.06250000000000001,-0.93896484375,0.31689453125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91455078125,0.07373046875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83154296875,0.05419921875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7783203125,0.0146484375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.91357421875,0.16259765625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92333984375,0.1982421875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83251953125,0.12158203125
27720,$1/\log^{1/3}n$,0.4367902323681495,-0.7783203125,0.05247101666779401
50002,$1/\sqrt{n}$,0.015625,-0.966796875,0.54443359375
50002,$1/n^{1/3}$,0.06250000000000001,-0.9326171875,0.07568359375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92822265625,0.3251953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.849609375,0.0078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.8046875,0.087890625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94287109375,0.533203125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92919921875,0.271484375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.830078125,0.1083984375
12180,$1/\log^{1/3}n$,0.4367902323681495,-0.791015625,0.02097753264829639
1,$1/\sqrt{n}$,0.015625,-0.96875,0.03125
50002,$1/n^{1/3}$,0.06250000000000001,-0.939453125,0.07763671875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93603515625,0.3349609375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83251953125,0.04931640625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79150390625,0.0693359375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92626953125,0.20947265625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92919921875,0.19677734375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8076171875,0.0556640625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.791015625,0.02197265625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92333984375,0.0888671875
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.03125
50002,$1/\log n$,0.08333333333333333,-0.91796875,0.224609375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.849609375,0.05712890625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.765625,0.041015625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94482421875,0.0498046875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.904296875,0.0986328125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82958984375,0.12744140625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77197265625,0.076171875
50002,$1/\sqrt{n}$,0.015625,-0.96875,0.6474609375
50002,$1/n^{1/3}$,0.06250000000000001,-0.94677734375,0.3544921875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92626953125,0.0029296875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.841796875,0.17626953125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.80810546875,0.1044921875
10512,$1/\sqrt{n}$,0.015625,-0.96728515625,0.04646559066424087
50002,$1/n^{1/3}$,0.06250000000000001,-0.9501953125,0.64990234375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9287109375,0.26611328125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82177734375,0.2001953125
9240,$1/\log^{1/3}n$,0.4367902323681495,-0.8017578125,0.18867652529761905
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.953125,0.36572265625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.923828125,0.20556640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.85888671875,0.05517578125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7861328125,0.08544921875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.96044921875,0.47265625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.927734375,0.16015625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82861328125,0.02294921875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78173828125,0.04345703125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
15720,$1/n^{1/3}$,0.06250000000000001,-0.96240234375,0.5247628791944975
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93359375,0.54052734375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.87841796875,0.40478515625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.8134765625,0.22119140625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9482421875,0.51318359375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93798828125,0.37353515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.822265625,0.0107421875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77685546875,0.0419921875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9755859375,0.7744140625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91259765625,0.0146484375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8212890625,0.11376953125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78076171875,0.1533203125
50002,$1/\sqrt{n}$,0.015625,-0.95458984375,0.236328125
50002,$1/n^{1/3}$,0.06250000000000001,-0.9326171875,0.38037109375
50002,$1/\log^2 n$,0.006944444444444444,-0.9658203125,0.349609375
50002,$1/\log n$,0.08333333333333333,-0.9453125,0.1953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.85546875,0.06689453125
18480,$1/\log^{1/3}n$,0.4367902323681495,-0.80224609375,0.005498765557359307
50002,$1/\sqrt{n}$,0.015625,-0.97412109375,0.732421875
50002,$1/n^{1/3}$,0.06250000000000001,-0.91845703125,0.03076171875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.912109375,0.20361328125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82470703125,0.01708984375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78759765625,0.01123046875
50002,$1/\sqrt{n}$,0.015625,-0.9755859375,0.73095703125
50002,$1/n^{1/3}$,0.06250000000000001,-0.94287109375,0.1943359375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9423828125,0.47998046875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.818359375,0.14892578125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7666015625,0.0673828125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93994140625,0.193359375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.0625
50002,$1/\log n$,0.08333333333333333,-0.9228515625,0.14501953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83447265625,0.044921875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78271484375,0.0185546875
50002,$1/\sqrt{n}$,0.015625,-0.9638671875,0.10595703125
50002,$1/n^{1/3}$,0.06250000000000001,-0.9375,0.0947265625
30,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.17916666666666667
50002,$1/\log n$,0.08333333333333333,-0.9296875,0.013671875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83203125,0.2333984375
2520,$1/\log^{1/3}n$,0.4367902323681495,-0.77880859375,0.07424277653769841
1,$1/\sqrt{n}$,0.015625,-0.96875,0.125
50002,$1/n^{1/3}$,0.06250000000000001,-0.93505859375,0.2626953125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92236328125,0.2158203125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.828125,0.04736328125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.779296875,0.0771484375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9716796875,0.8017578125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.94921875,0.6708984375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82763671875,0.00634765625
9240,$1/\log^{1/3}n$,0.4367902323681495,-0.77685546875,0.062010556175595234
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9287109375,0.0830078125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9453125,0.50537109375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82958984375,0.06103515625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78076171875,0.01708984375
50002,$1/\sqrt{n}$,0.015625,-0.9375,0.01416015625
50002,$1/n^{1/3}$,0.06250000000000001,-0.9375,0.146484375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93212890625,0.15283203125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84716796875,0.07470703125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7998046875,0.09375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.96240234375,0.6552734375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93017578125,0.27783203125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.81982421875,0.134765625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76220703125,0.08837890625
1,$1/\sqrt{n}$,0.015625,-0.96875,0.375
50002,$1/n^{1/3}$,0.06250000000000001,-0.94384765625,0.6142578125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92333984375,0.30517578125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.81884765625,0.1689453125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76806640625,0.0419921875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9443359375,0.34423828125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.94677734375,0.52978515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8271484375,0.08154296875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77392578125,0.03515625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.953125,0.25537109375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92724609375,0.11083984375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83203125,0.00634765625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78662109375,0.0703125
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.947265625,0.13037109375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9443359375,0.02490234375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84619140625,0.1220703125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77783203125,0.07421875
50002,$1/\sqrt{n}$,0.015625,-0.9619140625,0.4150390625
50002,$1/n^{1/3}$,0.06250000000000001,-0.9462890625,0.59814453125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93994140625,0.126953125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.7998046875,0.07666015625
420,$1/\log^{1/3}n$,0.4367902323681495,-0.79052734375,0.060799153645833326
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9697265625,0.8154296875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.95849609375,0.1982421875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84765625,0.0029296875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79052734375,0.1015625
1,$1/\sqrt{n}$,0.015625,-0.96875,0.34375
50002,$1/n^{1/3}$,0.06250000000000001,-0.9521484375,0.23583984375
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.40625
50002,$1/\log n$,0.08333333333333333,-0.91943359375,0.01220703125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8388671875,0.0322265625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.783203125,0.06005859375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94482421875,0.48681640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.95947265625,0.8056640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84130859375,0.244140625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78662109375,0.03759765625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93896484375,0.52197265625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92041015625,0.0498046875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8291015625,0.19091796875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7705078125,0.056640625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9296875,0.29443359375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92041015625,0.3427734375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8427734375,0.072265625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7890625,0.20947265625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9169921875,0.2802734375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92236328125,0.15869140625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.84326171875,0.06201171875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7783203125,0.00390625
50002,$1/\sqrt{n}$,0.015625,-0.966796875,0.248046875
50002,$1/n^{1/3}$,0.06250000000000001,-0.92529296875,0.0859375
50002,$1/\log^2 n$,0.006944444444444444,-0.9658203125,0.2451171875
50002,$1/\log n$,0.08333333333333333,-0.94970703125,0.47900390625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8212890625,0.05712890625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76904296875,0.04541015625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.9501953125,0.24658203125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92578125,0.45458984375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8564453125,0.041015625
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78759765625,0.0537109375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.97021484375,0.7763671875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.96484375,0.8447265625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82958984375,0.22216796875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79296875,0.1669921875
50002,$1/\sqrt{n}$,0.015625,-0.96240234375,0.37646484375
50002,$1/n^{1/3}$,0.06250000000000001,-0.94677734375,0.42431640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.923828125,0.15478515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83447265625,0.00537109375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78857421875,0.0166015625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92236328125,0.12890625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.935546875,0.3310546875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8369140625,0.0263671875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.78955078125,0.0888671875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92431640625,0.2158203125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9228515625,0.15283203125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8564453125,0.1943359375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76953125,0.0888671875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.935546875,0.3017578125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93359375,0.63720703125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83935546875,0.06591796875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.763671875,0.00732421875
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.92578125,0.18798828125
50002,$1/\log^2 n$,0.006944444444444444,-0.9609375,0.32763671875
50002,$1/\log n$,0.08333333333333333,-0.927734375,0.24853515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.837890625,0.24951171875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7841796875,0.11767578125
50002,$1/\sqrt{n}$,0.015625,-0.96142578125,0.44384765625
50002,$1/n^{1/3}$,0.06250000000000001,-0.96484375,0.56640625
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.91650390625,0.1865234375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83544921875,0.12451171875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.77978515625,0.01513671875
50002,$1/\sqrt{n}$,0.015625,-0.9580078125,0.0576171875
50002,$1/n^{1/3}$,0.06250000000000001,-0.9296875,0.34326171875
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.94091796875,0.49169921875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.82861328125,0.08251953125
27720,$1/\log^{1/3}n$,0.4367902323681495,-0.77685546875,0.07737223307291667
50002,$1/\sqrt{n}$,0.015625,-0.9619140625,0.4658203125
50002,$1/n^{1/3}$,0.06250000000000001,-0.92578125,0.18115234375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9384765625,0.228515625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8515625,0.03955078125
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.76708984375,0.0439453125
50002,$1/\sqrt{n}$,0.015625,-0.9501953125,0.02978515625
50002,$1/n^{1/3}$,0.06250000000000001,-0.94140625,0.072265625
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.125
50002,$1/\log n$,0.08333333333333333,-0.9296875,0.21435546875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.841796875,0.138671875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7783203125,0.03369140625
1,$1/\sqrt{n}$,0.015625,-0.96875,0.15625
50002,$1/n^{1/3}$,0.06250000000000001,-0.94384765625,0.13427734375
33,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.10321969696969698
50002,$1/\log n$,0.08333333333333333,-0.93505859375,0.18896484375
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8466796875,0.294921875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7587890625,0.07275390625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.943359375,0.4111328125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.93359375,0.2548828125
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8505859375,0.1396484375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7958984375,0.130859375
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.947265625,0.49609375
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.908203125,0.138671875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8525390625,0.1240234375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.79150390625,0.09033203125
2886,$1/\sqrt{n}$,0.015625,-0.9677734375,0.13268713048986486
50002,$1/n^{1/3}$,0.06250000000000001,-0.9287109375,0.044921875
34,$1/\log^2 n$,0.006944444444444444,-0.96826171875,0.2325367647058824
50002,$1/\log n$,0.08333333333333333,-0.92138671875,0.11279296875
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.8369140625,0.0458984375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7734375,0.00146484375
1,$1/\sqrt{n}$,0.015625,-0.96875,0.09375
50002,$1/n^{1/3}$,0.06250000000000001,-0.94580078125,0.29736328125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.92822265625,0.13525390625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83251953125,0.0263671875
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.7861328125,0.1181640625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.93310546875,0.17626953125
1,$1/\log^2 n$,0.006944444444444444,-1.0,1.0
50002,$1/\log n$,0.08333333333333333,-0.9248046875,0.08056640625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83935546875,0.04052734375
50002,$1/\log^{1/3}n$,0.4367902323681495,-0.75927734375,0.0478515625
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
50002,$1/n^{1/3}$,0.06250000000000001,-0.94775390625,0.60546875
1,$1/\log^2 n$,0.006944444444444444,-0.96875,0.0
50002,$1/\log n$,0.08333333333333333,-0.91748046875,0.025390625
50002,$1/\sqrt{\log n}$,0.2886751345948129,-0.83837890625,0.0009765625
1260,$1/\log^{1/3}n$,0.4367902323681495,-0.80029296875,0.003489273313492064
1,$1/\sqrt{n}$,0.015625,-1.0,1.0
